node,send_comm,recv_comm,bimod_score
720575940621820404,0,0,0.9628708276646104
720575940621819630,0,0,0.9628708276646104
720575940621801819,0,0,0.9628708276646104
720575940621771502,0,0,0.9628708276646104
720575940621766938,0,0,0.9628708276646104
720575940621689727,0,0,0.9628708276646104
720575940621684358,0,0,0.9628708276646104
720575940621665263,0,0,0.9628708276646104
720575940621647948,0,0,0.9628708276646104
720575940621640363,0,0,0.9628708276646104
720575940621619627,0,0,0.9628708276646104
720575940621589887,0,0,0.9628708276646104
720575940621551854,0,0,0.9628708276646104
720575940621548108,0,0,0.9628708276646104
720575940621545606,0,0,0.9628708276646104
720575940622331830,0,0,0.9628708276646104
720575940622324991,0,0,0.9628708276646104
720575940622312965,0,0,0.9628708276646104
720575940622186305,0,0,0.9628708276646104
720575940622183194,0,0,0.9628708276646104
720575940622160705,0,0,0.9628708276646104
720575940622156976,0,0,0.9628708276646104
720575940622143245,0,0,0.9628708276646104
720575940622123981,0,0,0.9628708276646104
720575940622122672,0,0,0.9628708276646104
720575940622106996,0,0,0.9628708276646104
720575940622048862,0,0,0.9628708276646104
720575940622026245,0,0,0.9628708276646104
720575940622018217,0,0,0.9628708276646104
720575940621947302,0,0,0.9628708276646104
720575940621857133,0,0,0.9628708276646104
720575940622722659,0,0,0.9628708276646104
720575940622719770,0,0,0.9628708276646104
720575940622696944,0,0,0.9628708276646104
720575940622673860,0,0,0.9628708276646104
720575940622579967,0,0,0.9628708276646104
720575940622552675,0,0,0.9628708276646104
720575940622538520,0,0,0.9628708276646104
720575940622523508,0,0,0.9628708276646104
720575940622516852,0,0,0.9628708276646104
720575940622506022,0,0,0.9628708276646104
720575940622500172,0,0,0.9628708276646104
720575940622440308,0,0,0.9628708276646104
720575940622368792,0,0,0.9628708276646104
720575940622364854,0,0,0.9628708276646104
720575940622339113,0,0,0.9628708276646104
720575940622338742,0,0,0.9628708276646104
720575940623113752,0,0,0.9628708276646104
720575940623072013,0,0,0.9628708276646104
720575940623067389,0,0,0.9628708276646104
720575940623050334,0,0,0.9628708276646104
720575940623019544,0,0,0.9628708276646104
720575940623000858,0,0,0.9628708276646104
720575940622999688,0,0,0.9628708276646104
720575940622998627,0,0,0.9628708276646104
720575940622997453,0,0,0.9628708276646104
720575940622949256,0,0,0.9628708276646104
720575940622945037,0,0,0.9628708276646104
720575940622923923,0,0,0.9628708276646104
720575940622920074,0,0,0.9628708276646104
